State,Year,Gross_Enrollment_Primary,Gross_Enrollment_Secondary,Gross_Enrollment_Higher,Literacy_Rate_Youth,Literacy_Rate_Adult,Dropout_Rate_Primary,Dropout_Rate_Secondary,Education_Expenditure_GDP
Kerala,2017,97.94,78.92,72.03,76.20,89.79,6.92,11.32,7.51
Kerala,2017,83.76,94.67,50.07,90.75,50.34,8.46,23.44,6.81
Kerala,2017,82.57,54.66,43.80,92.44,64.41,7.62,29.02,2.67
Kerala,2017,92.83,82.22,62.22,67.01,75.64,12.18,7.35,2.57
Kerala,2017,82.37,92.32,64.83,97.91,94.61,8.26,23.87,6.18
Kerala,2017,74.60,60.52,32.27,92.83,88.92,8.44,19.52,7.05
Kerala,2018,84.48,91.12,66.38,77.46,53.11,10.28,25.86,6.16
Kerala,2018,97.32,62.42,29.58,92.74,,10.58,20.62,4.26
Kerala,2018,87.53,56.81,72.45,71.40,75.06,8.66,20.10,4.30
Kerala,2018,91.00,78.62,22.62,86.17,76.43,13.68,27.02,3.33
Kerala,2018,99.60,50.97,58.74,85.69,81.04,4.84,10.67,4.87
Kerala,2018,72.65,75.78,40.85,74.98,65.16,4.69,15.29,3.62
Kerala,2018,98.45,54.04,76.32,93.33,82.67,13.86,8.48,3.47
Kerala,2018,79.33,75.90,16.83,78.00,61.83,9.89,29.63,5.35
Kerala,2018,93.55,53.24,77.39,79.21,,14.66,28.40,6.03
Kerala,2018,80.07,67.47,25.32,82.80,85.74,5.55,28.47,3.57
Kerala,2019,95.48,92.89,64.87,71.79,96.93,13.95,9.08,5.57
Kerala,2019,99.53,52.68,55.77,71.98,75.31,12.14,11.17,4.66
Kerala,2019,87.18,59.99,42.64,91.32,,5.18,21.55,3.02
Kerala,2019,76.73,53.55,62.44,81.93,88.22,10.63,23.25,4.19
Kerala,2019,76.00,86.69,48.99,72.72,80.01,14.29,7.05,3.10
Kerala,2019,71.18,65.66,45.34,84.36,74.35,13.87,24.22,7.91
Kerala,2019,98.67,50.19,65.45,66.06,86.54,14.19,14.73,3.83
Kerala,2019,75.13,80.28,38.94,75.99,72.14,9.05,8.55,6.39
Kerala,2019,75.41,84.22,26.93,66.40,79.72,5.12,9.30,7.90
Kerala,2019,75.35,86.85,47.63,67.67,85.21,13.60,9.08,6.49
Kerala,2020,91.42,51.20,26.62,81.01,94.81,6.45,20.72,2.57
Kerala,2020,91.46,90.71,24.52,73.89,97.80,4.03,23.02,6.49
Kerala,2020,76.45,79.99,27.11,87.49,73.64,7.03,12.51,7.71
Kerala,2020,98.48,79.42,77.26,68.62,90.64,6.36,25.26,7.21
Kerala,2020,91.78,54.46,64.11,68.76,93.89,5.59,19.39,3.14
Kerala,2020,84.61,50.00,72.76,65.26,87.14,8.12,18.10,3.65
Kerala,2020,74.93,60.72,19.35,67.25,50.66,4.87,21.99,4.24
Kerala,2020,87.26,65.40,58.96,90.21,78.07,5.59,17.72,3.89
Kerala,2020,84.79,93.45,50.54,76.17,54.58,9.07,26.51,7.27
Kerala,2020,89.51,84.30,41.76,81.19,82.67,13.40,24.78,2.62
Kerala,2021,95.01,67.50,52.98,95.80,93.75,12.18,10.24,6.52
Kerala,2021,74.47,79.81,54.67,91.41,76.48,2.77,22.65,4.61
Kerala,2021,87.71,81.98,49.21,91.18,86.10,10.54,29.94,5.03
Kerala,2021,81.28,70.57,78.00,66.10,66.09,8.32,5.04,7.45
Kerala,2021,94.61,62.51,57.75,92.93,88.04,12.17,7.22,2.94
Kerala,2021,85.01,67.77,51.21,75.16,73.32,6.35,9.88,6.07
Kerala,2021,96.24,81.70,59.69,66.93,55.27,12.56,10.82,4.46
Kerala,2021,93.26,61.78,44.19,70.16,82.54,11.47,14.04,6.82
Kerala,2021,91.90,93.59,30.10,68.19,62.63,3.60,9.24,4.34
Kerala,2021,75.87,93.73,67.66,94.97,94.61,11.79,24.72,4.91
Kerala,2022,81.35,51.89,64.58,84.49,89.11,2.98,20.53,3.86
Kerala,2022,95.29,53.98,16.63,72.99,65.99,10.14,8.29,4.91
Kerala,2022,71.35,66.02,56.04,96.04,91.66,13.64,6.57,7.13
Kerala,2022,79.35,91.03,41.17,86.56,70.36,7.56,18.67,4.46
Kerala,2022,90.69,60.40,78.02,87.45,59.47,11.76,9.34,2.85
Kerala,2022,75.67,65.68,76.48,74.69,57.47,14.90,12.56,6.24
Kerala,2022,81.59,93.27,43.13,84.86,95.35,14.86,7.54,7.09
Kerala,2022,81.25,68.05,25.33,84.47,76.24,4.46,18.54,7.85
Kerala,2022,97.48,75.89,23.78,83.62,58.69,11.98,29.18,4.48
Kerala,2022,78.56,85.74,55.15,67.18,90.26,4.43,29.48,4.57
Kerala,2023,80.34,86.11,46.02,95.76,77.61,14.07,29.57,5.00
Kerala,2023,76.65,88.77,53.47,89.67,53.83,11.96,12.77,6.93
Kerala,2023,98.58,84.43,79.07,77.39,81.16,9.95,22.19,2.71
Kerala,2023,82.71,93.23,28.88,98.91,83.48,12.09,14.92,7.49
Kerala,2023,72.84,78.43,72.14,71.06,85.41,2.33,28.16,7.91
Kerala,2023,89.76,51.34,46.36,74.24,72.72,2.24,6.29,2.59
Kerala,2023,76.99,79.10,72.47,74.43,89.94,10.61,5.85,4.56
Kerala,2023,78.61,94.22,59.50,77.68,54.66,4.36,17.19,5.22
Kerala,2023,76.04,76.77,16.34,78.55,86.68,7.19,25.89,7.87
Kerala,2023,81.39,50.43,54.18,92.93,80.24,12.22,25.00,7.18
Madhya Pradesh,2000,70.58,84.76,26.11,66.49,81.38,12.06,25.35,5.21
Madhya Pradesh,2000,90.99,61.08,73.72,68.55,97.17,13.18,22.20,7.66
Madhya Pradesh,2000,83.26,53.22,40.33,90.21,,6.29,19.88,7.30
Madhya Pradesh,2000,74.75,81.29,21.87,87.60,63.74,,28.41,2.60
Madhya Pradesh,2000,84.51,72.55,35.91,69.49,68.07,10.74,24.56,5.42
Madhya Pradesh,2000,78.62,57.29,31.20,72.65,74.93,9.31,28.62,3.58
Madhya Pradesh,2000,86.81,61.48,32.07,66.33,64.66,11.68,6.19,3.71
Madhya Pradesh,2000,83.66,81.41,40.22,70.44,69.11,9.54,28.70,2.88
Madhya Pradesh,2000,85.25,51.08,35.35,92.88,76.59,7.86,12.14,4.14
Madhya Pradesh,2000,99.02,69.74,40.57,93.78,70.49,9.18,10.77,6.59
Madhya Pradesh,2001,93.42,59.68,61.52,92.20,66.61,4.24,5.07,4.98
Madhya Pradesh,2001,75.64,88.68,31.75,72.70,73.07,8.49,10.38,4.00
Madhya Pradesh,2001,93.10,70.80,61.42,90.02,56.64,14.56,25.53,3.62
Madhya Pradesh,2001,74.15,83.67,45.53,91.62,85.82,9.86,22.16,2.60
Madhya Pradesh,2001,70.28,51.48,70.37,88.26,,10.94,24.81,4.19
Madhya Pradesh,2001,80.36,54.79,46.97,91.13,60.64,5.50,11.07,7.95
Madhya Pradesh,2001,97.76,56.61,78.11,97.21,92.46,4.79,20.85,6.68
Madhya Pradesh,2001,92.98,65.25,26.42,79.33,88.10,8.04,18.44,7.97
Madhya Pradesh,2001,80.96,67.68,60.22,96.89,76.03,,7.23,3.66
Madhya Pradesh,2001,77.59,73.28,15.97,73.99,74.67,9.45,28.14,6.05
Madhya Pradesh,2002,93.55,59.00,23.50,87.98,76.87,12.27,23.47,5.94
Madhya Pradesh,2002,73.39,87.27,31.37,91.43,95.94,11.06,19.90,5.03
Madhya Pradesh,2002,89.09,83.81,59.10,71.75,73.71,12.29,16.89,5.45
Madhya Pradesh,2002,82.28,90.29,25.57,98.85,55.70,2.19,27.25,3.85
Madhya Pradesh,2002,95.77,94.62,34.11,89.15,55.54,7.29,26.20,4.52
Madhya Pradesh,2002,89.38,93.78,18.62,84.51,91.43,8.26,6.96,5.58
Madhya Pradesh,2002,95.47,73.47,75.66,92.40,83.26,2.07,15.70,3.59
Madhya Pradesh,2002,78.58,73.26,32.12,72.14,78.76,3.16,6.45,4.55
Madhya Pradesh,2002,82.69,75.46,38.75,96.83,52.64,10.75,27.28,6.92
Madhya Pradesh,2002,91.51,53.79,67.77,89.44,85.02,3.30,22.94,6.24
Madhya Pradesh,2003,70.69,66.79,24.67,83.99,94.03,7.09,26.12,2.50
Madhya Pradesh,2003,79.84,90.87,21.30,85.62,,14.20,8.06,3.67
Madhya Pradesh,2003,78.33,89.15,54.32,85.88,75.53,3.19,16.13,8.00
Madhya Pradesh,2003,94.70,54.64,29.78,65.11,64.57,3.41,16.82,6.22
Madhya Pradesh,2003,98.16,52.43,15.79,87.49,63.89,5.30,13.27,3.98
Madhya Pradesh,2003,85.37,80.27,40.16,73.54,57.98,6.54,23.55,6.66
Madhya Pradesh,2003,87.64,75.68,46.48,83.70,73.61,9.35,22.89,3.10
Madhya Pradesh,2003,72.00,93.92,77.20,67.05,71.28,4.42,17.13,7.07
Madhya Pradesh,2003,80.62,77.15,35.28,95.93,,9.26,13.12,4.11
Madhya Pradesh,2003,83.51,64.63,45.62,92.84,55.98,13.15,27.44,7.71
Madhya Pradesh,2004,81.21,64.98,26.45,85.65,72.88,13.25,5.80,6.04
Madhya Pradesh,2004,96.58,82.81,75.31,76.31,74.15,2.18,5.17,3.82
Madhya Pradesh,2004,75.31,51.28,74.10,65.28,85.33,3.98,27.81,7.41
Madhya Pradesh,2004,70.16,94.32,72.06,95.43,81.64,6.48,27.34,4.10
Madhya Pradesh,2004,97.66,56.33,29.62,83.98,86.68,10.05,10.80,2.51
Madhya Pradesh,2004,94.30,70.71,73.74,78.93,75.20,8.20,16.19,6.76
Madhya Pradesh,2004,77.74,51.70,52.91,72.82,57.11,10.50,22.03,6.64
Madhya Pradesh,2004,98.09,86.33,56.31,75.33,97.18,5.56,10.07,4.93
Madhya Pradesh,2004,87.65,75.06,57.63,81.90,51.54,9.96,22.90,4.79
Madhya Pradesh,2004,76.64,57.26,39.18,93.80,89.74,6.98,19.73,6.46
Madhya Pradesh,2005,99.16,77.79,78.79,76.48,83.75,4.89,11.53,5.32
Madhya Pradesh,2005,77.89,51.61,60.79,81.73,54.52,4.23,7.56,5.87
Madhya Pradesh,2005,70.62,61.22,72.89,89.43,53.50,12.67,17.33,7.16
Madhya Pradesh,2005,99.81,60.46,55.56,80.65,51.89,2.19,7.98,6.07
Madhya Pradesh,2005,70.96,71.12,75.10,78.52,80.00,12.14,24.60,5.36
Madhya Pradesh,2005,96.66,60.81,33.21,66.81,88.19,7.42,10.73,3.77
Madhya Pradesh,2005,86.61,77.72,45.83,78.32,93.94,3.63,15.46,4.40
Madhya Pradesh,2005,85.57,56.30,48.35,73.24,58.85,2.84,24.07,4.85
Madhya Pradesh,2005,90.38,71.17,40.21,77.78,80.72,8.43,26.23,7.31
Madhya Pradesh,2005,88.91,63.56,16.21,95.21,60.89,14.08,22.94,6.69
Madhya Pradesh,2006,85.64,57.74,34.85,75.93,,4.67,24.71,3.42
Madhya Pradesh,2006,99.28,64.90,22.71,84.39,93.51,12.19,20.56,4.23
Madhya Pradesh,2006,90.37,82.63,77.73,73.85,50.89,9.09,22.67,6.85
Madhya Pradesh,2006,85.38,64.88,70.93,81.11,88.38,9.55,24.33,4.33
Madhya Pradesh,2006,86.38,59.63,45.91,75.82,62.80,,9.00,6.83
Madhya Pradesh,2006,90.97,61.38,17.63,78.70,94.89,2.15,19.70,5.26
Madhya Pradesh,2006,90.45,80.60,58.49,97.04,89.51,2.55,16.78,4.69
Madhya Pradesh,2006,81.53,69.46,78.65,68.01,94.27,8.24,20.59,7.07
Madhya Pradesh,2006,82.29,66.86,75.16,93.18,55.23,3.41,15.70,3.04
Madhya Pradesh,2006,85.67,50.32,35.58,88.02,,14.72,26.85,4.47
Madhya Pradesh,2007,97.34,86.93,23.32,98.93,62.41,11.41,27.70,3.80
Madhya Pradesh,2007,99.29,62.66,76.97,66.82,84.05,8.92,16.95,3.73
Madhya Pradesh,2007,86.59,61.40,77.12,65.97,59.59,5.15,15.35,3.78
Madhya Pradesh,2007,91.36,76.10,20.79,88.60,57.99,12.22,11.25,4.79
Madhya Pradesh,2007,73.80,75.45,24.23,88.96,93.44,7.65,17.20,7.60
Madhya Pradesh,2007,87.35,81.02,21.95,92.92,70.90,2.94,24.65,4.57
Madhya Pradesh,2007,96.40,89.95,77.25,94.50,50.10,6.94,25.46,4.51
Madhya Pradesh,2007,80.95,90.70,47.71,80.80,97.88,8.42,9.46,5.32
Madhya Pradesh,2007,93.66,81.86,31.52,94.31,92.89,4.52,8.26,7.87
Madhya Pradesh,2007,96.59,74.38,57.02,83.54,52.46,11.69,17.63,6.06
Madhya Pradesh,2008,75.15,62.54,25.33,71.65,96.70,3.99,11.73,5.75
Madhya Pradesh,2008,93.81,85.33,30.43,74.81,95.02,12.73,22.44,2.95
Madhya Pradesh,2008,75.62,70.17,54.07,76.13,87.49,12.93,13.09,7.11
Madhya Pradesh,2008,74.58,53.73,56.72,81.05,93.58,6.72,12.18,5.25
Madhya Pradesh,2008,90.81,84.18,70.44,98.08,62.80,11.31,14.86,6.22
Madhya Pradesh,2008,91.87,92.86,69.27,95.70,,7.97,11.29,4.54
Madhya Pradesh,2008,85.15,73.64,78.31,95.99,57.76,6.80,15.60,4.48
Madhya Pradesh,2008,87.16,88.39,67.39,69.50,84.27,7.66,12.37,2.78
Madhya Pradesh,2008,77.55,81.26,65.02,73.32,52.37,13.03,5.25,7.65
Madhya Pradesh,2008,77.39,50.41,30.31,69.68,79.38,4.17,18.22,5.75
Madhya Pradesh,2009,71.12,51.19,63.04,75.81,88.22,7.61,16.32,5.32
Madhya Pradesh,2009,73.65,75.02,36.25,80.04,81.05,8.42,20.51,5.49
Madhya Pradesh,2009,86.03,80.55,71.78,79.70,69.81,11.94,19.56,2.89
Madhya Pradesh,2009,92.45,84.15,76.95,66.84,78.65,7.56,13.27,3.00
Madhya Pradesh,2009,73.14,77.56,62.97,91.09,93.46,7.32,28.83,7.26
Madhya Pradesh,2009,83.06,68.09,52.42,84.84,86.00,8.63,7.62,7.22
Madhya Pradesh,2009,73.54,93.12,20.92,72.86,52.24,11.17,26.26,4.89
Madhya Pradesh,2009,88.90,88.04,34.29,77.05,93.49,13.71,29.41,7.46
Madhya Pradesh,2009,82.30,94.59,45.70,83.83,75.43,6.18,6.88,7.43
Madhya Pradesh,2009,93.30,78.16,41.59,73.64,91.27,11.10,18.69,5.85
Madhya Pradesh,2010,75.81,59.38,57.98,95.98,69.38,4.70,21.22,7.29
Madhya Pradesh,2010,86.10,83.83,24.10,76.84,68.70,8.65,28.23,7.31
Madhya Pradesh,2010,80.73,63.08,54.96,95.69,96.19,10.50,25.95,5.39
Madhya Pradesh,2010,86.65,83.41,29.29,77.52,67.47,14.47,16.10,6.65
Madhya Pradesh,2010,87.16,90.24,45.89,97.13,60.29,2.96,27.29,7.16
Madhya Pradesh,2010,98.10,87.21,69.89,84.35,68.35,14.15,15.80,5.46
Madhya Pradesh,2010,84.12,52.16,72.33,80.11,78.27,3.81,5.08,3.85
Madhya Pradesh,2010,97.27,59.68,28.30,71.17,50.67,12.03,26.88,5.88
Madhya Pradesh,2010,84.28,92.95,31.08,89.88,71.09,5.87,16.40,2.89
Madhya Pradesh,2010,91.76,53.08,77.08,71.56,92.37,12.52,29.20,5.13
Madhya Pradesh,2011,75.53,69.94,25.77,98.39,54.62,9.66,20.66,5.46
Madhya Pradesh,2011,86.65,62.92,76.11,90.91,,2.49,12.13,3.57
Madhya Pradesh,2011,90.36,60.40,48.09,95.19,83.30,7.13,14.31,5.01
Madhya Pradesh,2011,80.92,88.36,64.18,85.76,67.48,4.73,24.40,5.18
Madhya Pradesh,2011,74.96,84.97,29.88,82.91,71.67,,26.93,7.27
Madhya Pradesh,2011,82.79,77.28,51.25,87.15,57.40,10.40,9.57,6.63
Madhya Pradesh,2011,71.44,68.35,60.83,72.71,88.17,10.20,19.69,4.44
Madhya Pradesh,2011,84.17,81.42,43.19,71.88,60.27,2.08,12.52,6.62
Madhya Pradesh,2011,98.77,72.61,74.60,89.03,84.68,3.11,10.50,2.55
Madhya Pradesh,2011,93.60,65.25,68.26,69.44,58.32,6.43,15.21,4.42
Madhya Pradesh,2012,80.54,87.68,19.34,97.04,97.34,3.15,12.28,4.55
Madhya Pradesh,2012,89.33,84.09,22.67,93.33,83.87,9.51,27.24,6.35
Madhya Pradesh,2012,84.82,52.48,77.05,69.37,83.48,8.58,5.64,7.59
Madhya Pradesh,2012,76.87,55.47,38.62,73.68,74.32,14.56,19.37,7.39
Madhya Pradesh,2012,95.64,71.21,71.46,74.91,56.18,13.12,19.69,7.39
Madhya Pradesh,2012,85.03,66.87,55.68,91.98,63.47,9.24,22.72,3.24
Madhya Pradesh,2012,98.49,65.28,22.03,82.22,54.12,14.60,5.97,6.64
Madhya Pradesh,2012,71.98,78.00,53.04,74.55,93.69,5.95,16.24,5.49
Madhya Pradesh,2012,81.24,53.64,40.17,85.41,74.66,11.03,6.39,4.06
Madhya Pradesh,2012,95.66,54.14,69.24,77.27,79.39,3.99,6.65,3.69
Madhya Pradesh,2013,85.43,76.49,66.34,87.31,79.22,7.35,16.85,4.78
Madhya Pradesh,2013,70.17,79.31,28.16,95.26,91.23,3.00,7.66,5.22
Madhya Pradesh,2013,91.50,76.77,36.11,65.86,86.01,4.79,25.86,4.81
Madhya Pradesh,2013,95.91,66.72,28.58,91.35,,,27.61,3.59
Madhya Pradesh,2013,88.67,79.78,35.22,75.88,66.30,10.84,6.45,7.61
Madhya Pradesh,2013,75.15,84.72,29.52,67.75,92.00,13.16,15.09,6.36
Madhya Pradesh,2013,79.45,73.57,46.55,77.03,92.79,4.16,8.74,5.67
Madhya Pradesh,2013,81.72,92.60,31.03,87.72,85.53,7.83,28.44,6.55
Madhya Pradesh,2013,90.78,76.65,72.12,77.13,64.39,4.78,5.94,2.74
Madhya Pradesh,2013,89.82,77.66,70.20,81.33,91.78,6.67,28.17,6.34
Madhya Pradesh,2014,85.99,56.21,53.43,75.70,52.51,14.33,21.04,7.32
Madhya Pradesh,2014,85.38,80.41,77.42,73.62,92.00,14.01,21.76,7.62
Madhya Pradesh,2014,91.08,51.89,73.95,81.47,72.10,,8.73,5.08
Madhya Pradesh,2014,78.19,50.11,42.02,89.76,88.34,14.29,20.21,3.90
Madhya Pradesh,2014,87.23,81.30,75.08,89.22,67.68,11.27,6.01,4.63
Madhya Pradesh,2014,70.69,56.00,57.55,92.28,97.43,6.50,19.98,7.65
Madhya Pradesh,2014,92.65,54.00,70.98,92.65,51.60,3.18,6.23,4.34
Madhya Pradesh,2014,78.03,91.02,38.94,66.55,64.41,8.90,15.21,4.01
Madhya Pradesh,2014,99.88,64.83,39.81,86.01,84.49,7.10,27.62,5.58
Madhya Pradesh,2014,98.58,85.75,17.60,76.30,72.59,6.09,22.50,7.04
Madhya Pradesh,2015,78.18,89.37,64.83,77.31,85.24,3.35,24.73,5.43
Madhya Pradesh,2015,89.25,59.43,16.98,79.74,77.34,13.40,28.21,5.41
Madhya Pradesh,2015,92.38,59.22,39.12,86.56,50.87,11.39,25.89,4.70
Madhya Pradesh,2015,93.27,62.97,36.06,88.08,77.03,4.11,12.75,7.45
Madhya Pradesh,2015,93.01,92.39,29.05,91.23,50.97,10.72,16.73,4.41
Madhya Pradesh,2015,70.67,77.43,38.91,79.13,89.94,6.03,28.58,3.49
Madhya Pradesh,2015,77.57,64.61,69.26,90.90,65.80,8.94,6.54,3.65
Madhya Pradesh,2015,95.30,82.31,76.34,88.58,95.14,9.21,20.01,7.87
Madhya Pradesh,2015,91.71,90.75,66.71,84.85,82.22,14.87,7.27,6.17
Madhya Pradesh,2015,88.23,56.91,28.44,86.14,56.16,5.45,25.88,4.30
Madhya Pradesh,2016,76.81,67.53,54.42,90.68,,13.90,24.42,3.76
Madhya Pradesh,2016,74.25,81.97,57.97,66.50,90.16,5.23,15.81,6.17
Madhya Pradesh,2016,71.97,68.06,64.72,96.12,69.85,7.51,22.57,7.69
Madhya Pradesh,2016,93.88,77.44,22.19,86.34,58.96,8.63,18.23,7.32
Madhya Pradesh,2016,76.93,89.34,26.12,79.48,58.98,12.05,16.86,4.43
Madhya Pradesh,2016,86.61,82.30,73.31,95.66,65.77,14.38,5.62,4.57
Madhya Pradesh,2016,78.19,63.62,54.80,79.90,84.88,13.63,21.85,3.62
Madhya Pradesh,2016,74.50,54.05,51.62,68.87,56.66,5.90,12.04,5.82
Madhya Pradesh,2016,77.87,61.04,77.78,65.28,92.23,4.60,28.68,4.38
Madhya Pradesh,2016,87.63,64.31,51.00,89.84,52.03,2.15,16.45,3.23
Madhya Pradesh,2017,82.99,58.90,50.65,68.95,51.11,2.66,28.86,3.28
Madhya Pradesh,2017,73.24,72.90,45.22,97.35,95.35,12.13,20.05,5.00
Madhya Pradesh,2017,88.09,76.06,30.07,66.59,95.37,,16.06,3.13
Madhya Pradesh,2017,95.02,56.31,72.63,89.81,57.90,9.36,12.82,3.48
Madhya Pradesh,2017,81.96,57.64,39.90,94.63,67.43,14.37,28.66,3.30
Madhya Pradesh,2017,81.78,50.20,32.80,85.32,88.36,3.73,7.76,7.57
Madhya Pradesh,2017,93.08,69.30,64.30,77.64,61.72,11.48,15.49,7.90
Madhya Pradesh,2017,97.99,60.88,66.88,79.72,94.04,7.85,23.61,5.07
Madhya Pradesh,2017,82.76,84.00,54.33,88.41,63.55,8.26,6.11,7.00
Madhya Pradesh,2017,70.33,57.64,57.41,85.81,87.82,5.30,24.09,6.28
Madhya Pradesh,2018,74.42,70.37,72.28,79.32,90.30,9.67,9.80,5.70
Madhya Pradesh,2018,73.59,68.75,19.73,68.36,69.96,5.97,28.14,4.57
Madhya Pradesh,2018,91.12,61.71,76.22,83.02,,6.75,7.51,6.21
Madhya Pradesh,2018,75.78,78.23,78.66,80.79,89.24,8.60,17.40,7.62
Madhya Pradesh,2018,78.89,74.53,29.55,80.09,,12.81,27.40,4.78
Madhya Pradesh,2018,75.23,77.98,16.62,78.58,97.33,3.31,15.59,4.19
Madhya Pradesh,2018,77.13,53.65,55.76,76.44,82.26,2.42,8.33,6.28
Madhya Pradesh,2018,71.76,59.70,79.91,79.72,83.74,4.37,20.25,6.49
Madhya Pradesh,2018,88.10,67.51,51.25,84.61,57.95,7.24,13.59,4.70
Madhya Pradesh,2018,98.21,63.22,42.02,91.76,76.21,9.11,6.33,4.69
Madhya Pradesh,2019,79.25,89.80,58.96,76.59,76.09,12.93,27.08,3.38
Madhya Pradesh,2019,71.26,76.92,70.56,77.97,85.52,10.16,14.39,3.28
Madhya Pradesh,2019,90.58,50.80,29.06,67.36,77.38,11.83,7.76,7.11
Madhya Pradesh,2019,99.14,53.77,73.58,69.29,68.86,13.07,27.66,5.29
Madhya Pradesh,2019,94.98,55.47,67.65,81.36,71.63,7.51,17.73,7.70
Madhya Pradesh,2019,75.41,82.59,67.80,88.09,79.13,9.34,26.52,7.02
Madhya Pradesh,2019,82.42,61.42,71.53,79.69,88.80,5.42,5.10,5.23
Madhya Pradesh,2019,78.28,69.96,20.66,74.75,87.51,3.97,21.18,7.55
Madhya Pradesh,2019,73.27,61.28,73.15,89.31,80.70,10.63,15.36,2.75
Madhya Pradesh,2019,84.18,90.49,36.85,75.01,91.89,12.36,17.87,3.22
Madhya Pradesh,2020,81.55,87.64,76.75,92.39,,12.25,13.79,3.42
Madhya Pradesh,2020,97.11,60.75,28.42,97.97,51.20,12.22,13.03,2.71
Madhya Pradesh,2020,86.55,62.33,19.24,66.70,55.55,2.93,24.01,5.17
Madhya Pradesh,2020,97.87,90.98,61.52,95.08,65.34,6.95,20.34,5.93
Madhya Pradesh,2020,99.59,86.95,43.27,89.73,,3.30,13.81,4.72
Madhya Pradesh,2020,80.78,76.12,19.81,70.95,92.71,9.91,28.76,7.99
Madhya Pradesh,2020,95.75,94.94,55.93,92.03,87.52,,19.36,7.08
Madhya Pradesh,2020,80.10,56.50,30.14,95.79,51.77,4.86,12.74,5.89
Madhya Pradesh,2020,74.93,60.66,47.66,74.22,95.48,8.03,6.47,6.51
Madhya Pradesh,2020,78.39,75.68,65.19,96.55,62.53,6.35,16.61,7.60
Madhya Pradesh,2021,73.96,72.30,21.93,76.75,57.12,10.27,28.74,7.98
Madhya Pradesh,2021,95.69,55.29,59.82,78.90,59.90,7.24,6.90,6.32
Madhya Pradesh,2021,73.63,88.91,47.07,84.45,77.33,7.34,9.81,6.60
Madhya Pradesh,2021,91.30,59.40,34.94,81.16,71.57,11.21,20.59,6.04
Madhya Pradesh,2021,79.67,69.71,34.99,98.49,89.07,4.14,5.14,2.74
Madhya Pradesh,2021,86.00,88.61,62.89,72.33,69.17,8.60,25.26,7.12
Madhya Pradesh,2021,90.83,55.03,51.74,73.46,,,11.42,2.79
Madhya Pradesh,2021,70.25,54.97,30.57,72.52,97.37,5.98,8.19,5.50
Madhya Pradesh,2021,78.88,75.27,61.47,89.76,81.99,13.32,26.75,5.68
Madhya Pradesh,2021,94.55,50.25,79.48,71.22,72.57,13.34,10.63,5.12
Madhya Pradesh,2022,75.31,66.36,39.28,98.77,,3.49,23.15,2.78
Madhya Pradesh,2022,98.96,92.34,27.61,70.50,61.55,8.70,19.24,3.72
Madhya Pradesh,2022,97.66,79.55,43.36,91.86,89.26,5.78,13.49,7.65
Madhya Pradesh,2022,83.62,86.05,65.16,96.26,75.59,3.30,19.72,6.78
Madhya Pradesh,2022,70.37,76.71,72.64,87.80,97.14,2.82,27.58,6.98
Madhya Pradesh,2022,78.64,90.02,72.25,90.76,77.05,3.56,18.30,4.46
Madhya Pradesh,2022,97.32,50.67,67.59,96.91,87.89,3.69,7.03,2.61
Madhya Pradesh,2022,99.61,67.91,36.57,86.23,89.63,14.18,25.08,4.85
Madhya Pradesh,2022,84.72,59.75,26.03,65.01,84.48,3.44,11.10,4.14
Madhya Pradesh,2022,90.24,52.50,23.06,81.97,66.17,5.85,6.68,7.43
Madhya Pradesh,2023,71.95,93.87,59.28,79.19,83.68,,24.50,5.13
Madhya Pradesh,2023,97.80,77.15,28.21,96.27,93.92,14.86,26.85,7.99
Madhya Pradesh,2023,94.69,60.39,21.40,98.30,64.21,13.32,5.10,2.62
Madhya Pradesh,2023,90.70,75.45,20.04,70.53,68.63,4.41,24.81,4.79
Madhya Pradesh,2023,72.73,55.80,30.57,94.22,94.38,12.74,13.35,4.00
Madhya Pradesh,2023,99.80,55.92,18.20,88.61,89.95,13.00,21.96,7.75
Madhya Pradesh,2023,99.03,88.12,35.13,71.67,76.31,7.89,26.94,3.05
Madhya Pradesh,2023,72.85,64.43,40.17,86.17,57.59,13.19,16.19,7.54
Madhya Pradesh,2023,74.25,50.17,49.59,68.64,68.80,9.66,11.89,3.46
Madhya Pradesh,2023,73.01,57.00,77.40,66.28,96.93,2.06,26.84,4.19
Maharashtra,2000,80.22,53.23,41.63,75.58,82.50,9.88,14.11,3.70
Maharashtra,2000,90.65,56.32,46.56,65.94,,14.53,14.61,2.71
Maharashtra,2000,74.80,51.05,64.15,80.59,63.88,13.70,7.90,7.76
Maharashtra,2000,88.09,87.20,78.96,74.81,96.13,7.06,14.64,4.37
Maharashtra,2000,86.61,74.38,64.52,93.34,71.14,5.93,11.48,3.57
Maharashtra,2000,78.11,93.49,51.25,76.81,77.86,3.81,16.10,5.94
Maharashtra,2000,99.82,89.61,55.52,84.36,79.79,4.62,14.88,2.72
Maharashtra,2000,76.83,93.38,74.11,89.55,75.60,13.31,8.27,6.85
Maharashtra,2000,78.27,89.47,76.36,70.06,72.21,14.75,17.09,7.25
Maharashtra,2000,78.57,59.15,64.52,78.14,74.54,8.40,19.43,7.26
Maharashtra,2001,94.83,84.40,52.28,97.51,59.62,3.42,26.35,4.92
Maharashtra,2001,71.87,89.76,44.14,82.35,80.08,14.04,5.48,5.12
